NumDots,UrlLength,NumDash,AtSymbol,IpAddress,HttpsHostname,PathLength,NumChars,Phishing
2,31,0,0,0,0,31,0,0
1,38,0,0,0,0,38,0,0
1,50,1,0,0,0,50,0,0
1,20,0,0,0,0,20,0,0
2,45,1,0,0,0,45,1,0
1,252,4,0,0,0,187,1,0
1,29,0,0,0,0,29,0,0
2,39,0,0,0,0,39,0,0
1,19,0,0,0,0,19,0,0
3,113,8,0,0,0,91,1,0
1,30,2,0,0,0,30,1,0
3,117,0,0,0,0,43,1,0
2,122,10,0,0,0,122,0,0
2,38,0,0,0,0,38,0,0
2,83,7,0,0,0,60,1,0
1,30,0,0,0,0,30,0,0
3,36,0,0,0,0,36,1,0
2,28,1,0,0,0,28,0,0
2,33,0,0,0,0,33,1,0
2,65,1,0,0,0,15,1,0
1,37,0,0,0,0,37,0,0
3,94,0,0,0,0,94,1,0
3,111,0,0,0,0,86,1,0
